id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
331030,https://www.airbnb.com/rooms/331030,20250927041820,2025-09-27,city scrape,"Rento Recámara, Baño privado, Coyoacán Conchita","Wide bedroom, with private bathroom inside the bedroom,<br />very bright<br />Cortina enrollabke black out<br />Features desk, Wifi, light, hot water<br />Option to 1 spot for car with an additional charge <br />We are located 2 blocks from downtown Coyoacán and 1 block from Parque de la Conchita.<br />Coyoacán Market is a 5 min walk away<br />It has communication routes such as Av. Miguel Angel de Quevedo <br />Very close to Miguel A. de Quevedo metro and Taxqueña metro","Coyoacán is a beautiful and typical place of the city of Mexico<br />Surrounded by restaurants, bars, cafés, museums, bazaars, markets, parks, etc.<br />i'll leave you this link:<br />https://tipsparatuviaje.com/que-hacer-en-coyoacan/",https://a0.muscache.com/pictures/2f5aa915-f9b0-49fe-a41b-16ee2ef37345.jpg,1688597,https://www.airbnb.com/users/show/1688597,Emma,2012-02-02,Mexico,"Mujer de 54 años, mamá, alegre, dinámica, apasionada por los viajes.",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/15d1b84f-7303-4db3-818b-af41ee7b61c3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15d1b84f-7303-4db3-818b-af41ee7b61c3.jpg?aki_policy=profile_x_medium,Coyoacán,2,10,"['email', 'phone']",t,t,"Mexico City, Mexico",Coyoacán,,19.34549,-99.15872,Private room in home,Private room,2,1.0,1 private bath,1,1,"[""Courtyard view"", ""Laundromat nearby"", ""Room-darkening shades"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Babysitter recommendations"", ""Game console"", ""Neutro balance body soap"", ""Cleaning available during stay"", ""Host greets you"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Electric stove"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Paid parking lot on premises"", ""Coffee maker"", ""Portable fans""]","$1,310.00",2,1125,2,2,1125,1125,2.0,1125.0,,t,28,58,88,363,2025-09-27,0,0,0,94,0,0,0,,,,,,,,,,,f,2,0,2,0,
350079,https://www.airbnb.com/rooms/350079,20250927041820,2025-09-28,previous scrape,beautiful furnished room Rome area,,,https://a0.muscache.com/pictures/3875519/b11cd59f_original.jpg,1773936,https://www.airbnb.com/users/show/1773936,Elizabeth,2012-02-19,"Mexico City, Mexico","IM 40 YEARS OLD LESBIAN WOMAN , WHO LOVE TO LIVE IN MEXICO CITY  ¡¡¡¡",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/1773936/profile_pic/1329664886/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1773936/profile_pic/1329664886/original.jpg?aki_policy=profile_x_medium,Roma Sur,1,1,"['email', 'phone']",t,f,,Cuauhtémoc,,19.40639,-99.16686,Private room in rental unit,Private room,1,,1 bath,,,"[""TV"", ""Kitchen"", ""Smoking allowed"", ""Wifi""]",,5,180,5,5,180,180,5.0,180.0,,,0,0,0,0,2025-09-28,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
362583,https://www.airbnb.com/rooms/362583,20250927041820,2025-09-28,city scrape,Spacious Modern Apt. with Parking Near Reforma Ave,"Our spacious 2 bedroom apt. is luxurious & comfortable with modern furniture & sleek design. Its location is ideal for sightseeing and working since it´s only 2 blocks from Reforma Ave. and with a great variety of restaurants, cafes, cinemas & parks.","Our neighborhood, Colonia Cuauhtémoc, is the ideal starting point to explore Mexico City since it is walking distance to the most important historical, cultural and fashionable sites. Our apartment is a couple of blocks from the grandiose landmarks of The Angel of Independence and The Diana Fountain on Reforma Avenue. We are only a 20 minute walk to the Museum of Anthropology, the Contemporary Art Museum, the Rufino Tamayo Museum, and Chapultepec Park and 30-40 minutes walk from the Historical Centro, the Theater of Fine Arts (Bellas Artes) the Zocalo, multiple museums and iconic restaurants in this area. We are also walking distance to other great neighborhoods of interest such as Condesa, Roma, and Polanco, <br /><br />You won’t need to rent a car while staying at our place since public transportation is readily available in our area and it's safe and inexpensive. It includes city-sponsored bicycles, subway, metrobus, buses that go up and down Reforma Ave. and safe taxis by phone or ",https://a0.muscache.com/pictures/6166698/0dc7cd20_original.jpg,1832239,https://www.airbnb.com/users/show/1832239,Maria  & Jennifer,2012-02-29,Mexico,"My sister Jennifer and I love to travel together and try different cuisines, meet new people, discover new places, learn different languages, and enjoy different cultures.  

In our travels we love to cook and not be enclosed in one room so we always try to rent a house or an apartment. This has made an enormous difference in the cost and quality of our travel experience. Since this is not our primary residence, we decided to share our apartment with other fellow travelers so they can enjoy our magical place and have a more pleasant and enjoyable stay in Mexico.
",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/0730200d-3ee5-4ba5-a4bc-daf7c68ad169.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0730200d-3ee5-4ba5-a4bc-daf7c68ad169.jpg?aki_policy=profile_x_medium,Colonia Cuauhtémoc,2,2,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.43165,-99.17132,Entire rental unit,Entire home/apt,4,2.0,2 baths,2,2,"[""Laundromat nearby"", ""Elevator"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Free parking garage on premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Host greets you"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""TV with standard cable"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""First aid kit"", ""Cooking basics""]","$1,469.00",3,1125,3,3,1125,1125,3.0,1125.0,,t,7,20,39,262,2025-09-28,50,5,0,39,9,30,44070,2013-02-05,2025-03-11,4.9,4.92,4.92,4.74,4.84,4.94,4.88,,f,1,1,0,0,0.32
375032,https://www.airbnb.com/rooms/375032,20250927041820,2025-09-28,city scrape,Hermosa Casa en Condesa - 6 Habitaciones,"Distrito Condesa Haus  is located right in the heart of Condesa on a very quiet street, 3 blocks form beautiful Parque Mexico.  All rooms with private bathroom. There is a living dinning and patio area. <br /><br />The entire house will be for you and your party.  We can also offer full breakfast at an extra cost. Other wise you have the house kitchen for your use. <br /><br /> IF YOU DON'T WANT TO RENT THE ENTIRE HOUSE   PLS WRITE ME SO I CAN QUOTE YOU THE CORRECT PRICE BASED ON THE ROOMS YOU ONLY NEED.",Condesa is a very nice trendy and safe neighborhood ! Full of restaurants and parks,https://a0.muscache.com/pictures/0af88722-5a99-4c0e-91d6-e9cf88d47c0f.jpg,1886913,https://www.airbnb.com/users/show/1886913,Distrito Condesa,2012-03-08,"Mexico City, Mexico","Distrito Condesa is located on the heart of Condesa,  all our rooms are private and private bathroom, as well as independent loft studios . We offer reception service to help you make your stay more comfortable so yo can enjoy the beauty of Mexico City ! We also offer housing in different ares of the city including Naucalpan Edo de Mexico.
",within a day,100%,50%,f,https://a0.muscache.com/im/pictures/user/6f6ca3a1-3cd3-4954-926b-1c91cdc6a91a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6f6ca3a1-3cd3-4954-926b-1c91cdc6a91a.jpg?aki_policy=profile_x_medium,Hipódromo,10,12,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.4075,-99.17561,Private room in bed and breakfast,Private room,14,6.0,6 baths,6,10,"[""HDTV"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Safe"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Gas stove"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Toaster"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Backyard""]","$10,500.00",1,30,1,1,30,30,1.0,30.0,,t,25,51,81,352,2025-09-28,53,0,0,86,0,0,0,2012-06-04,2023-06-11,4.7,4.58,4.74,4.79,4.85,4.98,4.49,,f,10,3,3,0,0.33
386265,https://www.airbnb.com/rooms/386265,20250927041820,2025-09-27,city scrape,"Room colonial, green, Coyoacán (Women only)",,"Historic, colonial, authentic, eclectic, green, quiet and safe, very close to services of all kinds, to action, and cultural events.",https://a0.muscache.com/pictures/91945014-7f9f-4787-858a-5f42ce4ea09a.jpg,1933252,https://www.airbnb.com/users/show/1933252,Esther,2012-03-16,"Mexico City, Mexico","Me reinstalo en la Ciudad de México, después de haber vivido 20 años en algunos países en el exterior  y me reencuentro con mi maravilloso y mágico país.  Dejé de ser turista y me convertí en viajera.  Me gusta ir a un solo lugar y quedarme un mínimo de dos semanas.   
Retorné a mi viejo barrio colonial de Coyoacán en esta ciudad, pero continuo añorando, sobre todo, mi estancia de 5 años en Alemania. 

Por esa agradable experiencia en este último país, dejé un studio, recién renovado en Berlín, última ciudad en la que viví y cuando no lo uso, lo rento.  Cuando estoy en Berlín rento mi departamento en Coyoacán, DF México. 
(El de Berlín me lo administra la Sra. Kaschubat a quien pueden contactar en m.kaschubat@fls-international.de  . Yo proporcionaré mas datos en el momento que se confirme con Airbnb alguna reservación. Me encantaría hacerlo yo misma pero lamentablemente no me es posible.   La administradora, mi amiga, es encantadora, formal, eficiente y muy entusiasta.  Siempre abierta a sugerencias y a aceptar la crítica constructiva, que ella aprovecha, para hacer constantes mejoras o modificaciones).
El departamento en Coyoacán lo administro yo directamente, pues es donde paso la mayor parte de mi tiempo.",within a day,80%,30%,f,https://a0.muscache.com/im/users/1933252/profile_pic/1353119793/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1933252/profile_pic/1353119793/original.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Coyoacán,,19.3424,-99.15419,Private room in condo,Private room,1,1.0,1 private bath,1,1,"[""Courtyard view"", ""Laundromat nearby"", ""Elevator"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Paid parking off premises"", ""Cleaning products"", ""Host greets you"", ""Kitchenette"", ""Extra pillows and blankets"", ""Sound system with aux"", ""Clothing storage: wardrobe"", ""Wifi \u2013 28 Mbps"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Toaster"", ""Coffee maker"", ""Dishes and silverware"", ""Mini fridge""]",$291.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,11,41,71,346,2025-09-27,22,1,0,77,1,8,2328,2014-05-13,2025-03-24,4.73,4.73,4.91,4.82,4.82,4.95,4.77,,f,1,0,1,0,0.16
395446,https://www.airbnb.com/rooms/395446,20250927041820,2025-09-28,previous scrape,Cool apartment with  the Best Roof Top in Condesa,"This is a lovely one bedroom - one bathroom apartment with a super comfortable king size bed, a very fresh take on retro style and an awesome rooftop. You'll love spending time on the  day-beds,  and having fun with Argentinian grill and wood-fired pizza oven.","Condesa is the place to be in Mexico City. Often nicknamed Mexico´s SOHO, this old neighborhood displays a vast amount of restaurants, bars, cafés, shops and galleries contained in Art deco buildings dating from the early 20th century. Our apartment is conveniently located at quiet street which allows rest and yet is only one block away from the main restaurant streets.",https://a0.muscache.com/pictures/7d3a1312-79f0-42ba-b182-3449b0c3da43.jpg,899360,https://www.airbnb.com/users/show/899360,Julian,2011-07-31,,Welcome home!,N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/4c97ff31-4ada-4f13-a03a-702c469175c8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c97ff31-4ada-4f13-a03a-702c469175c8.jpg?aki_policy=profile_x_medium,Condesa,6,8,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.41068,-99.17732,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Pack \u2019n play/Travel crib"", ""Dining table"", ""Noise decibel monitors on property"", ""Outdoor dining area"", ""Room-darkening shades"", ""Free washer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Wifi"", ""42 inch TV with premium cable"", ""Hot water"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Paid parking off premises"", ""Free dryer \u2013 In building"", ""Kitchen"", ""Cleaning products"", ""Host greets you"", ""Extra pillows and blankets"", ""Gas stove"", ""Free street parking"", ""Portable heater"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""BBQ grill"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Paid parking garage on premises \u2013 1 space"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]",,2,60,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2025-09-28,34,1,0,0,6,6,,2012-10-21,2024-09-28,4.79,4.85,4.85,4.76,4.79,5.0,4.61,,f,6,6,0,0,0.22
419110,https://www.airbnb.com/rooms/419110,20250927041820,2025-09-28,city scrape,Comfy clean Roøm @Cozy apartment,"A Roøm in a Full furnished and equipped apartment, contemporary art design  with all services around. Metro, metrobus & ecobici stations nearby.  Very well located, supermarket, bars , restaurants , cafes, bank, yoga and gym places walking.","Our apartment is very well located, near the heart of CONDESA , which bars, restaurants , cafes , clubs , shops, gym , meditation and yoga centers are walking a few blocks , but a good distance for noise and the noise does not reach here , making it a peaceful place to live .",https://a0.muscache.com/pictures/1a8e2786-b64b-4d5e-93c3-34ab0c1280e5.jpg,2084312,https://www.airbnb.com/users/show/2084312,Sara,2012-04-06,"Mexico City, Mexico","Sara,  publicist, producer, writer, massage terapist and photographer. 
She was born as an artist, and with good taste, paints, writes and loves horseback riding, dancing tango, roll on the grass, walking in the sand and swinging on a swing towards the infinite sky, the stars and the moon its complicate, romantic entangled in their own world, chameleons, love the sea, the beach, sunsets, nature, forest, lucky # 333. 
Very good cook and hostess. 
Spiritual, esoteric, mysterious, believe in coincidences, also in causalities. 
Has a pact with the nomos esecial and goblins. 
Karma and Dharma Points. 
Nomad, a lover of special effects that create by yourself .. 
Music, music, music 
Daydreamer! 
Eyes open, deep, sincere. 
Her search is not over, and who shall we? 
Amazon, strong, brave, capable, not afraid of ""always"" and ""nevers"" 
She Live intensely anything. 
Mango, strawberry, chocolate, soda or whiskey on the rocks, martinis, piña colada in Palya without alcohol. 
Discover a good red always in company from whom? 
She loves big cities, but also the countryside and the quiet of nature. 
Open mind without getting lost. 
She think everything is on the Meaning and intention to give you things! 
Can it be as special as You want magic And it be! 
travel and meet interesting people who teach or aport something to be a better human, if it is loads even better! ;) 
She likes to have friends all over the world! 
And leave a seed in everyone she meets.",a few days or more,0%,0%,f,https://a0.muscache.com/im/users/2084312/profile_pic/1415079270/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2084312/profile_pic/1415079270/original.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.41017,-99.17886,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1,2,"[""Heating"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Kitchen"", ""Stove"", ""Host greets you"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Hair dryer"", ""Private living room"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]",$606.00,3,15,3,3,15,15,3.0,15.0,,t,28,58,88,88,2025-09-28,49,0,0,88,0,0,0,2017-04-13,2019-11-04,4.84,4.96,4.94,4.87,4.89,4.96,4.8,,f,1,0,1,0,0.48
454693,https://www.airbnb.com/rooms/454693,20250927041820,2025-09-28,city scrape,Condesa: Ideal for Tourism and Remote Work,"Modern design and beautiful brand condo available for you. Perfect for one or two people, either for tourism or for remote work. Urban life with style and a 24 hours security doorman. Very clean. Filtered water included. <br /><br />It features one bedroom, one bathroom and a half, one open-concept living room, a large kitchen, a beautiful terrace, and a shower you will never want to get out of! (but you should because it's bad to waste water ;-)<br /><br />Great place, great location, and great value!","The bohemian district of La Condesa is a fashionable area with tree-lined streets and a bounty of cute restaurants, cafes, and boutiques. Despite being one of the world’s largest cities, Mexico City can be found both manageable and charming, particularly if you stay in La Condesa (adapted from Bridges & Balloons, 2021).",https://a0.muscache.com/pictures/6143122/d165871d_original.jpg,1601561,https://www.airbnb.com/users/show/1601561,Sylvia Eugenia,2012-01-12,"Mexico City, Mexico","Hi! My name is Sylvia Eugenia, I am happily married to an economist and we currently live in the US. For years, I have been dedicated to arts. I directed the theatre company Entre Piernas Producciones. I love art, dancing, listening to music, learning about new cultures and without any doubt, traveling! I am currently the executive director of a mindfulness community organization in Madison, Wisconsin (USA). 

----
Hola! Mi nombre es Sylvia Eugenia, estoy felizmente casada y vivimos en Estados Unidos. Me he dedicado varios años a las artes escénicas. He dirigido la compañía teatral Entre Piernas Producciones. Amo el arte, disfruto bailar, escuchar música, conocer nuevas culturas y por supuesto viajar! Actualmente soy la directora ejecutiva de una organización de mindfulness en Madison, Wisconsin, EUA.
",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/5ab6ba07-f8ef-4eee-a9c7-976d3c0061dd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ab6ba07-f8ef-4eee-a9c7-976d3c0061dd.jpg?aki_policy=profile_x_medium,Hipódromo,1,3,"['email', 'phone', 'work_email']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.40835638269101,-99.17329884322169,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Private entrance"", ""Laundromat nearby"", ""Heating"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Lockbox"", ""Drying rack for clothing"", ""Cleaning products"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Mabe stainless steel gas stove"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""TV with standard cable"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Conditioner""]","$1,678.00",1,120,1,1,120,120,1.0,120.0,,t,1,1,1,15,2025-09-28,290,17,0,1,16,102,171156,2012-07-20,2025-08-05,4.9,4.93,4.94,4.93,4.89,4.96,4.88,,f,1,1,0,0,1.81
458808,https://www.airbnb.com/rooms/458808,20250927041820,2025-09-28,city scrape,Suites Havre-Departamento Col. Juárez,"Dear guests<br /><br />Suites Havre welcomes you. Offering you furnished departments with hotel standards. We have 24 hour check-in. Excellent and strategic location, the area has shopping centers, supermarkets, coffee shops, laundromats, bars, restaurants and safe taxis.","We are located 4 blocks from the financial center of Avenida Reforma, 2 blocks from the Roma colony, where you can find the best restaurants and bars in the area.",https://a0.muscache.com/pictures/abe02db0-0112-424f-8698-56e5f015ac27.jpg,2281290,https://www.airbnb.com/users/show/2281290,Jorge Arturo,2012-05-03,"Mexico City, Mexico","Hola, ofrezco hospedaje en 3 lugares muy céntricos de la ciudad de México.
Me gusta que los huéspedes puedan disfrutar de un ambiente cómodo, céntrico y privado con precios accesibles.",within an hour,100%,98%,f,https://a0.muscache.com/im/users/2281290/profile_pic/1435031521/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2281290/profile_pic/1435031521/original.jpg?aki_policy=profile_x_medium,Juárez,22,26,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.42675,-99.1613,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,2,"[""Self check-in"", ""Elevator"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Portable fans"", ""Building staff"", ""Kitchen"", ""Stove"", ""Shampoo"", ""Iron"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer""]",$853.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,60,89,364,2025-09-28,171,46,1,94,40,255,217515,2015-11-03,2025-09-16,4.47,4.61,4.67,4.85,4.73,4.87,4.48,,f,22,19,3,0,1.42
486913,https://www.airbnb.com/rooms/486913,20250927041820,2025-09-28,city scrape,Spacious 60´s / San Rafael-Reforma check in 24hrs,"Old temporary apartment in San Rafael in a vintage style for short to medium term stays, for studies, work or holidays, very central and comfortable.<br /><br />It is only 7 blocks from the intersection of Paseo de la Reforma and Insurgentes Avenues and 2 blocks from the San Cosme metro station and nearby metrobus stations to get around. To you who travel to Mexico City to make your trip safer and more comfortable. In one of the largest cities in the world.","The San Rafael neighborhood is one of the oldest and most famous, previously it was called the Architects' colony, it was founded in 1865.<br /><br />During the Porfiriato, majestic houses were built, some survive. It is flanked by the two most important avenues of the CDMX Avenida Insurgentes and Paseo de la Reforma, by the Interior Circuit and the Calzada Ribera de San Cosme.<br /><br />In San Rafael you will find the San Cosme market where you can do your shopping for cooking.<br /><br />San Rafael shares with its neighbor the Cuauhtémoc neighborhood the famous Parque Jardín del Arte and the monument to the Mother highly recommended on weekends since a large number of painters are put to sell their paintings or simply enjoy this beautiful park.<br /><br />Life in San Rafael is very local and you can live the experience of how the defeños live in this very traditional and old neighborhood of Mexico City.<br /><br />Location of the San Rafael neighborhood.<br /><br />-To the north whe",https://a0.muscache.com/pictures/4ba66214-7dfe-4bb5-bdff-f794d91c6359.jpg,2409917,https://www.airbnb.com/users/show/2409917,Darío,2012-05-18,"Mexico City, Mexico","Me gusta viajar por México  en  mi vocho y Latinoamérica, soy viajero nunca turista y  estoy  enamorado de mi ciudad la CDMX . Me gusta todo lo que es vintage.

 Mi airbnb está registrado desde  el 2012 para hospedar a viajeros que vienen a la CDMX  por turismo, trabajo o estudios, en un departamento de 1938 en la colonia San Rafael que data del año 1896 y es muy céntrica.

 El departamento está renovado con un estilo vintage de los años 60´s, muy tranquilo para que descanse y esté cómodo  durante su visita en la enorme Ciudad de México.

Trabajé para la cadena de Hoteles Decameron y sigo en la industria  del Turismo.

",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/853967d5-54ab-4e31-af1d-53509563841a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/853967d5-54ab-4e31-af1d-53509563841a.jpg?aki_policy=profile_x_medium,San Rafael,3,3,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.43898,-99.16142,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,2,"[""Laundromat nearby"", ""Self check-in"", ""Dining table"", ""Room-darkening shades"", ""Keypad"", ""Dedicated workspace"", ""Hot water"", ""Safe"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""DISA HOME induction stove"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Free street parking"", ""Portable heater"", ""Luggage dropoff allowed"", ""Paid street parking off premises"", ""Wine glasses"", ""Iron"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Daewo refrigerator"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Toaster"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""Pantene shampoo"", ""Cooking basics"", ""Fast wifi \u2013 56 Mbps"", ""Portable fans"", ""Pets allowed""]","$1,275.00",1,365,1,1,1125,1125,1.0,1125.0,,t,0,0,0,270,2025-09-28,35,0,0,0,0,0,0,2012-06-16,2023-07-06,4.94,5.0,4.88,4.94,4.97,4.91,4.91,,f,3,2,1,0,0.22
